epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
90,5021.51,1.33653,0.65011,1.07711,0.80305,0.82067,0.79624,0.31804,2.28248,0.88844,1.5563,9.90437e-05,9.90437e-05,9.90437e-05
91,5073.34,1.26518,0.61964,1.06816,0.81842,0.82184,0.80268,0.31683,2.2852,0.88945,1.5579,9.0797e-05,9.0797e-05,9.0797e-05
92,5126.44,1.23332,0.62091,1.09762,0.81002,0.82302,0.80538,0.31676,2.28078,0.88997,1.55226,8.25503e-05,8.25503e-05,8.25503e-05
93,5176.9,1.3142,0.65013,1.09591,0.82213,0.82039,0.80595,0.31444,2.27661,0.89285,1.548,7.43036e-05,7.43036e-05,7.43036e-05
94,5232.79,1.26507,0.62836,1.07217,0.79862,0.84146,0.80778,0.31553,2.27852,0.89766,1.55086,6.60569e-05,6.60569e-05,6.60569e-05
95,5282.62,1.35775,0.63816,1.07569,0.8025,0.84216,0.80819,0.31278,2.28371,0.89816,1.55431,5.78102e-05,5.78102e-05,5.78102e-05
96,5336.22,1.28816,0.61712,1.07132,0.81612,0.85299,0.82196,0.31691,2.28774,0.89805,1.55745,4.95635e-05,4.95635e-05,4.95635e-05
97,5400.89,1.23616,0.60595,1.06296,0.8142,0.84588,0.82295,0.31697,2.28926,0.89482,1.5596,4.13168e-05,4.13168e-05,4.13168e-05
98,5458.96,1.23592,0.60943,1.01285,0.80828,0.84189,0.80884,0.31787,2.28707,0.894,1.56093,3.30701e-05,3.30701e-05,3.30701e-05
99,5508.88,1.28178,0.61849,1.03068,0.80361,0.84443,0.80813,0.31943,2.28733,0.8942,1.56268,2.48234e-05,2.48234e-05,2.48234e-05
100,5558.67,1.19986,0.58972,1.04043,0.81129,0.85347,0.81403,0.31824,2.28747,0.89399,1.5627,1.65767e-05,1.65767e-05,1.65767e-05
